Nodes
0	0	1	0	660
1	0	1	120	600
2	0	1	120	600
3	0	1	120	600
4	0	1	120	600
5	0	1	120	600
6	0	1	120	600
7	0	1	120	600
8	0	1	120	600
9	0	1	120	600
10	0	1	120	660
15744	6	0	120	300.0
15112	8	0	360.0	540
15241	12	0	360.0	540
15628	10	0	360.0	540
15631	13	0	360.0	540
15120	11	0	360.0	540
15773	10	0	120	300.0
15136	7	0	360.0	540
15905	5	0	120	300.0
16033	19	0	360.0	540
16038	16	0	360.0	540
16680	13	0	120	300.0
15022	12	0	360.0	540
16049	7	0	120	300.0
15026	8	0	360.0	540
16692	13	0	120	300.0
15672	10	0	360.0	540
16441	12	0	120	300.0
16314	7	0	120	300.0
16319	12	0	120	300.0
16833	10	0	120	300.0
15427	8	0	360.0	540
16836	9	0	120	300.0
16839	14	0	120	300.0
15944	14	0	120	300.0
15433	3	0	360.0	540
15051	6	0	360.0	540
15052	10	0	360.0	540
16331	13	0	120	300.0
15953	14	0	120	300.0
15313	8	0	360.0	540
15060	11	0	360.0	540
16248	7	0	120	300.0
15958	6	0	120	300.0
15317	12	0	360.0	540
16341	9	0	120	300.0
15832	14	0	120	300.0
16347	13	0	120	300.0
15711	6	0	120	300.0
15456	7	0	360.0	540
15713	8	0	120	300.0
15716	8	0	120	300.0
16105	9	0	360.0	540
15849	10	0	120	300.0
15342	5	0	360.0	540
16879	11	0	120	300.0
16881	11	0	120	300.0
16115	9	0	360.0	540
16627	9	0	120	300.0
15479	13	0	360.0	540
16120	7	0	360.0	540
16121	6	0	360.0	540
16636	3	0	120	300.0
Arcs
0	15744	-11658	142
1	15744	-11658	142
15744	1	6658	142
2	15744	-11658	142
15744	2	6658	142
3	15744	-11658	142
15744	3	6658	142
4	15744	-11658	142
15744	4	6658	142
5	15744	-11658	142
15744	5	6658	142
6	15744	-11658	142
15744	6	6658	142
7	15744	-11658	142
15744	7	6658	142
8	15744	-11658	142
15744	8	6658	142
9	15744	-11658	142
15744	9	6658	142
15744	10	6658	142
15112	15744	-13935	93
15744	15112	-8641	93
15241	15744	-12812	117
15744	15241	-13366	117
15628	15744	-13085	112
15744	15628	-10964	112
15631	15744	-12707	120
15744	15631	-25746	120
15120	15744	-13683	99
15744	15120	-13298	99
15773	15744	-15572	58
15744	15773	-16003	58
15136	15744	-12852	117
15744	15136	-11995	117
15905	15744	-14836	74
15744	15905	3480	74
16033	15744	-13101	111
15744	16033	-9953	111
16038	15744	-13321	107
15744	16038	-3497	107
16680	15744	-13647	100
15744	16680	-12061	100
15022	15744	-12460	125
15744	15022	-14888	125
16049	15744	-14156	89
15744	16049	-7169	89
15026	15744	-11720	141
15744	15026	-9671	141
16692	15744	-16358	41
15744	16692	-17712	41
15672	15744	-13653	99
15744	15672	-14104	99
16441	15744	-10019	177
15744	16441	-3760	177
16314	15744	-11981	135
15744	16314	5248	135
16319	15744	-13697	98
15744	16319	4619	98
16833	15744	-14672	78
15744	16833	-14441	78
15427	15744	-11739	140
15744	15427	-15416	140
16836	15744	-13265	108
15744	16836	-11955	108
16839	15744	-13064	112
15744	16839	-10949	112
15944	15744	-15210	66
15744	15944	-12860	66
15433	15744	-11755	140
15744	15433	-1579	140
15051	15744	-13434	104
15744	15051	-11215	104
15052	15744	-11404	148
15744	15052	-7947	148
16331	15744	-14452	82
15744	16331	-6724	82
15953	15744	-14356	84
15744	15953	-9618	84
15313	15744	-11719	141
15744	15313	-15436	141
15060	15744	-12099	133
15744	15060	-12326	133
16248	15744	-15325	64
15744	16248	-9914	64
15958	15744	-14277	86
15744	15958	-11832	86
15317	15744	-12259	129
15744	15317	-13433	129
16341	15744	-13031	113
15744	16341	5284	113
15832	15744	-12649	121
15744	15832	-15771	121
16347	15744	-11544	145
15744	16347	-8588	145
15711	15744	-16753	33
15744	15711	-15343	33
15456	15744	-11862	138
15744	15456	-13393	138
15713	15744	-15612	57
15744	15713	-11286	57
15716	15744	-15305	64
15744	15716	-14046	64
16105	15744	-10761	161
15744	16105	-1904	161
15849	15744	-14387	84
15744	15849	-17708	84
15342	15744	-11974	135
15744	15342	-2083	135
16879	15744	-13180	110
15744	16879	-10768	110
16881	15744	-13819	96
15744	16881	-12121	96
16115	15744	-11327	149
15744	16115	-5660	149
16627	15744	-15465	61
15744	16627	-17829	61
15479	15744	-13216	109
15744	15479	-15569	109
16120	15744	-11438	147
15744	16120	-5043	147
16121	15744	-10539	166
