Nodes
0	0	1	0	660
1	0	1	120	600
2	0	1	120	600
3	0	1	120	600
4	0	1	120	600
5	0	1	120	600
6	0	1	120	600
7	0	1	120	600
8	0	1	120	600
9	0	1	120	600
10	0	1	120	660
17538	9	0	360	540
18822	7	0	360	540
19335	14	0	120	360
17036	6	0	360	540
18833	11	0	360	540
18322	11	0	120	360
17812	7	0	360	540
19605	10	0	120	360
17047	12	0	360	540
17049	7	0	360	540
18969	11	0	120	360
18074	10	0	120	360
18972	9	0	120	360
17563	10	0	120	360
19103	18	0	120	360
17058	14	0	360	540
17828	6	0	360	540
17957	4	0	360	540
19111	5	0	120	360
17834	14	0	360	540
19372	10	0	120	360
19503	3	0	120	360
19120	7	0	120	360
18353	12	0	120	360
17843	10	0	360	540
19124	9	0	120	360
18229	6	0	360	540
18616	10	0	360	540
19130	14	0	120	360
18619	11	0	360	540
17853	10	0	360	540
19518	10	0	120	360
19008	3	0	120	360
19139	10	0	120	360
17860	12	0	360	540
19148	14	0	120	360
19405	9	0	120	360
18640	9	0	360	540
18641	13	0	360	540
19153	4	0	120	360
17872	13	0	360	540
17364	14	0	360	540
18518	6	0	360	540
19032	7	0	120	360
19035	7	0	120	360
17502	12	0	360	540
19422	14	0	120	360
19041	7	0	120	360
18917	13	0	120	360
17512	12	0	360	540
18031	10	0	120	360
19067	7	0	120	360
18942	7	0	120	360
Arcs
0	17538	-13326	191
1	17538	-13326	191
17538	1	8921	191
2	17538	-13326	191
17538	2	8921	191
3	17538	-13326	191
17538	3	8921	191
4	17538	-13326	191
17538	4	8921	191
5	17538	-13326	191
17538	5	8921	191
6	17538	-13326	191
17538	6	8921	191
7	17538	-13326	191
17538	7	8921	191
8	17538	-13326	191
17538	8	8921	191
9	17538	-13326	191
17538	9	8921	191
17538	10	8921	191
18822	17538	-9755	267
17538	18822	-172	267
19335	17538	-19328	62
17538	19335	-17756	62
17036	17538	-19644	55
17538	17036	-15954	55
18833	17538	-12059	218
17538	18833	-5171	218
18322	17538	-14983	155
17538	18322	-2832	155
17812	17538	-16685	119
17538	17812	-11571	119
19605	17538	-19645	55
17538	19605	-15039	55
17047	17538	-17219	107
17538	17047	-7396	107
17049	17538	-16953	113
17538	17049	-10794	113
18969	17538	-17302	105
17538	18969	-11222	105
18074	17538	-18128	88
17538	18074	-12496	88
18972	17538	-16004	133
17538	18972	-7613	133
17563	17538	-20171	44
17538	17563	-22007	44
19103	17538	-16707	118
17538	19103	-14386	118
17058	17538	-16533	122
17538	17058	-9132	122
17828	17538	-17477	102
17538	17828	-12809	102
17957	17538	-18033	90
17538	17957	-13568	90
19111	17538	-16407	125
17538	19111	-13367	125
17834	17538	-17105	110
17538	17834	-11705	110
19372	17538	-19509	58
17538	19372	-22234	58
19503	17538	-18344	83
17538	19503	-11811	83
19120	17538	-16489	123
17538	19120	-13449	123
18353	17538	-15129	152
17538	18353	-34328	152
17843	17538	-16736	118
17538	17843	-15485	118
19124	17538	-16348	126
17538	19124	-13573	126
18229	17538	-16176	130
17538	18229	-24639	130
18616	17538	-12651	205
17538	18616	-7118	205
19130	17538	-16706	118
17538	19130	-14226	118
18619	17538	-13169	194
17538	18619	-8457	194
17853	17538	-16965	113
17538	17853	-12576	113
19518	17538	-19056	68
17538	19518	-14223	68
19008	17538	-17516	101
17538	19008	-15621	101
19139	17538	-16922	114
17538	19139	-6358	114
17860	17538	-16597	121
17538	17860	-12223	121
19148	17538	-16529	122
17538	19148	-14454	122
19405	17538	-17483	102
17538	19405	-14266	102
18640	17538	-13478	187
17538	18640	23	187
18641	17538	-13306	191
17538	18641	438	191
19153	17538	-17019	112
17538	19153	5228	112
17872	17538	-17252	107
17538	17872	-28407	107
17364	17538	-20186	44
17538	17364	-16480	44
18518	17538	-13215	193
17538	18518	907	193
19032	17538	-17190	108
17538	19032	-15805	108
19035	17538	-17282	106
17538	19035	-14115	106
17502	17538	-21128	23
17538	17502	-19125	23
19422	17538	-16946	113
17538	19422	-12604	113
19041	17538	-17393	104
17538	19041	-14818	104
18917	17538	-16740	118
17538	18917	-11060	118
17512	17538	-21806	9
17538	17512	-20922	9
18031	17538	-18099	88
17538	18031	-27066	88
19067	17538	-14959	156
17538	19067	-7975	156
18942	17538	-15922	135
17538	18942	-8019	135
0	18822	-8832	82
1	18822	-8832	82
18822	1	3832	82
2	18822	-8832	82
18822	2	3832	82
3	18822	-8832	82
18822	3	3832	82
4	18822	-8832	82
18822	4	3832	82
5	18822	-8832	82
18822	5	3832	82
6	18822	-8832	82
18822	6	3832	82
7	18822	-8832	82
18822	7	3832	82
8	18822	-8832	82
18822	8	3832	82
9	18822	-8832	82
18822	9	3832	82
18822	10	3832	82
19335	18822	-994	250
18822	19335	-9005	250
17036	18822	-680	256
18822	17036	-6574	256
18833	18822	-8985	78
18822	18833	-11680	78
18322	18822	-6283	136
18822	18322	-3716	136
17812	18822	-2354	220
18822	17812	-6823	220
19605	18822	-2744	212
18822	19605	-7721	212
17047	18822	-151	268
18822	17047	87	268
17049	18822	-1832	232
18822	17049	-5256	232
18969	18822	-3248	201
18822	18969	-6751	201
18074	18822	-3024	206
18822	18074	-6975	206
18972	18822	-4404	177
18822	18972	-5595	177
17563	18822	903	290
18822	17563	-10515	290
19103	18822	-1369	242
18822	19103	-8630	242
17058	18822	-1161	246
18822	17058	-3343	246
17828	18822	-4323	178
18822	17828	-9238	178
17957	18822	-3581	194
18822	17957	-8699	194
19111	18822	-1728	234
18822	19111	-8271	234
17834	18822	-4531	174
18822	17834	-8714	174
19372	18822	-812	253
18822	19372	-13120	253
19503	18822	-3474	196
18822	19503	-6525	196
19120	18822	-1728	234
18822	19120	-8271	234
18353	18822	-6429	133
18822	18353	-35211	133
17843	18822	-3269	201
18822	17843	-11601	201
19124	18822	-1595	237
