Nodes
0	0	1	0	660
1	0	1	120	600
2	0	1	120	600
3	0	1	120	600
4	0	1	120	600
5	0	1	120	600
6	0	1	120	600
7	0	1	120	600
8	0	1	120	600
9	0	1	120	600
10	0	1	120	600
11	0	1	120	600
12	0	1	120	660
15104	17	0	360	540
16641	5	0	120	360
15237	12	0	360	540
15241	13	0	360	540
15628	13	0	120	360
15631	9	0	120	360
15120	8	0	360	540
15377	10	0	360	540
15122	5	0	360	540
16146	15	0	360	540
15764	5	0	120	360
15644	4	0	120	360
15901	11	0	120	360
16159	12	0	360	540
15905	11	0	120	360
15019	10	0	360	540
15661	19	0	120	360
16685	13	0	120	360
16301	9	0	360	540
15537	12	0	120	360
16689	7	0	120	360
15413	13	0	120	360
16057	11	0	360	540
15545	9	0	120	360
16316	6	0	360	540
16061	12	0	360	540
16063	11	0	360	540
15042	13	0	360	540
15428	7	0	120	360
15045	17	0	360	540
17220	10	0	120	360
16329	10	0	360	540
15946	12	0	120	360
15690	11	0	360	540
15436	8	0	120	360
15952	10	0	120	360
15060	13	0	360	540
15323	10	0	360	540
16351	8	0	360	540
15456	8	0	120	360
15201	10	0	360	540
15458	11	0	120	360
15076	7	0	360	540
15204	8	0	360	540
15462	20	0	120	360
16102	7	0	360	540
15209	8	0	360	540
15210	13	0	360	540
16364	7	0	360	540
16878	6	0	120	360
16627	8	0	120	360
15219	4	0	360	540
15732	6	0	120	360
16630	9	0	120	360
15479	18	0	120	360
15224	11	0	360	540
16249	7	0	120	360
16123	19	0	360	540
15742	12	0	120	360
Arcs
0	15104	-169	48
1	15104	-169	48
15104	1	2284	48
2	15104	-169	48
15104	2	2284	48
3	15104	-169	48
15104	3	2284	48
4	15104	-169	48
15104	4	2284	48
5	15104	-169	48
15104	5	2284	48
6	15104	-169	48
15104	6	2284	48
7	15104	-169	48
15104	7	2284	48
8	15104	-169	48
15104	8	2284	48
9	15104	-169	48
15104	9	2284	48
10	15104	-169	48
15104	10	2284	48
11	15104	-169	48
15104	11	2284	48
15104	12	2284	48
16641	15104	3079	118
15104	16641	5534	118
15237	15104	-1377	23
15104	15237	-435	23
15241	15104	-1425	22
15104	15241	578	22
15628	15104	339	59
15104	15628	-514	59
15631	15104	-1	52
15104	15631	1740	52
15120	15104	-2297	3
15104	15120	-1080	3
15377	15104	1319	80
15104	15377	1023	80
15122	15104	-2159	6
15104	15122	-592	6
16146	15104	3027	117
15104	16146	628	117
15764	15104	3034	117
15104	15764	2674	117
15644	15104	-1265	25
15104	15644	164	25
15901	15104	1678	88
15104	15901	412	88
16159	15104	2702	110
15104	16159	998	110
15905	15104	1741	89
15104	15905	3031	89
15019	15104	-377	44
15104	15019	133	44
15661	15104	313	59
15104	15661	-2208	59
16685	15104	6729	196
15104	16685	342	196
16301	15104	3271	122
15104	16301	5725	122
15537	15104	5094	161
15104	15537	1673	161
16689	15104	6662	195
15104	16689	9117	195
15413	15104	-3	52
15104	15413	551	52
16057	15104	2489	105
15104	16057	-155	105
15545	15104	3860	135
15104	15545	-269	135
16316	15104	4988	159
15104	16316	853	159
16061	15104	1680	88
15104	16061	-1560	88
16063	15104	-440	43
15104	16063	1423	43
15042	15104	-208	48
15104	15042	-526	48
15428	15104	279	58
15104	15428	2734	58
15045	15104	-1961	10
15104	15045	344	10
17220	15104	7750	218
15104	17220	7723	218
16329	15104	6402	189
15104	16329	5460	189
15946	15104	2611	108
15104	15946	1738	108
15690	15104	-3	52
15104	15690	385	52
15436	15104	1512	85
15104	15436	3630	85
15952	15104	2469	105
15104	15952	1453	105
15060	15104	-691	37
15104	15060	1748	37
15323	15104	285	58
15104	15323	465	58
16351	15104	5255	165
15104	16351	2376	165
15456	15104	844	70
15104	15456	970	70
15201	15104	-1956	10
15104	15201	-892	10
15458	15104	674	67
15104	15458	1969	67
15076	15104	-1236	26
15104	15076	-1183	26
15204	15104	-1569	18
15104	15204	-798	18
15462	15104	378	60
15104	15462	1401	60
16102	15104	2091	97
