Nodes
0	0	1	0	660
1	0	1	120	600
2	0	1	120	600
3	0	1	120	600
4	0	1	120	600
5	0	1	120	600
6	0	1	120	600
7	0	1	120	600
8	0	1	120	600
9	0	1	120	600
10	0	1	120	660
17538	9	0	120	300
18822	7	0	360	540
19335	14	0	120	300
17036	6	0	360	540
18833	11	0	360	540
18322	11	0	360	540
17812	7	0	360	540
19605	10	0	120	300
17047	12	0	360	540
17049	7	0	360	540
18969	11	0	120	300
18074	10	0	120	300
18972	9	0	120	300
17563	10	0	120	300
19103	18	0	120	300
17058	14	0	360	540
17828	6	0	360	540
17957	4	0	360	540
19111	5	0	120	300
17834	14	0	360	540
19372	10	0	120	300
19503	3	0	120	300
19120	7	0	120	300
18353	12	0	360	540
17843	10	0	360	540
19124	9	0	120	300
18229	6	0	360	540
18616	10	0	360	540
19130	14	0	120	300
18619	11	0	360	540
17853	10	0	360	540
19518	10	0	120	300
19008	3	0	120	300
17217	12	0	360	540
19139	10	0	120	300
17860	12	0	360	540
19148	14	0	120	300
19405	9	0	120	300
18640	9	0	360	540
18641	13	0	360	540
19153	4	0	120	300
17872	13	0	360	540
17364	14	0	120	300
18518	6	0	360	540
19032	7	0	120	300
19035	7	0	120	300
17502	12	0	120	300
19422	14	0	120	300
19041	7	0	120	300
18917	13	0	120	300
17512	12	0	120	300
17262	9	0	360	540
18031	10	0	120	300
19067	7	0	120	300
18942	7	0	120	300
Arcs
0	17538	4529	123
1	17538	4529	123
17538	1	5749	123
2	17538	4529	123
17538	2	5749	123
3	17538	4529	123
17538	3	5749	123
4	17538	4529	123
17538	4	5749	123
5	17538	4529	123
17538	5	5749	123
6	17538	4529	123
17538	6	5749	123
7	17538	4529	123
17538	7	5749	123
8	17538	4529	123
17538	8	5749	123
9	17538	4529	123
17538	9	5749	123
17538	10	5749	123
18822	17538	11272	267
17538	18822	5345	267
19335	17538	1699	62
17538	19335	-440	62
17036	17538	1384	55
17538	17036	-5318	55
18833	17538	8968	218
17538	18833	10188	218
18322	17538	6044	155
17538	18322	7264	155
17812	17538	4342	119
17538	17812	5562	119
19605	17538	1382	55
17538	19605	-156	55
17047	17538	3808	107
17538	17047	-3747	107
17049	17538	4074	113
17538	17049	4721	113
18969	17538	3725	105
17538	18969	2146	105
18074	17538	2899	88
17538	18074	2840	88
18972	17538	5023	133
17538	18972	3918	133
17563	17538	856	44
17538	17563	-3868	44
19103	17538	4320	118
17538	19103	1439	118
17058	17538	4494	122
17538	17058	-1897	122
17828	17538	3550	102
17538	17828	3577	102
17957	17538	2994	90
17538	17957	220	90
19111	17538	4620	125
17538	19111	4454	125
17834	17538	3922	110
17538	17834	1493	110
19372	17538	1518	58
17538	19372	2405	58
19503	17538	2683	83
17538	19503	1068	83
19120	17538	4538	123
17538	19120	5496	123
18353	17538	5899	152
17538	18353	4089	152
17843	17538	4291	118
17538	17843	4042	118
19124	17538	4679	126
17538	19124	4759	126
18229	17538	4851	130
17538	18229	3035	130
18616	17538	8376	205
17538	18616	-2698	205
19130	17538	4321	118
17538	19130	1859	118
18619	17538	7858	194
17538	18619	9078	194
17853	17538	4062	113
17538	17853	2252	113
19518	17538	1971	68
17538	19518	-706	68
19008	17538	3512	101
17538	19008	2180	101
17217	17538	5024	133
17538	17217	1671	133
19139	17538	4105	114
17538	19139	1270	114
17860	17538	4430	121
17538	17860	867	121
19148	17538	4498	122
17538	19148	3321	122
19405	17538	3544	102
17538	19405	2907	102
18640	17538	7549	187
17538	18640	3795	187
18641	17538	7721	191
17538	18641	8941	191
19153	17538	4008	112
17538	19153	5228	112
17872	17538	3775	107
17538	17872	4995	107
17364	17538	841	44
17538	17364	-9157	44
18518	17538	7812	193
17538	18518	8115	193
19032	17538	3837	108
17538	19032	3608	108
19035	17538	3745	106
17538	19035	3787	106
17502	17538	-100	23
17538	17502	156	23
19422	17538	4081	113
17538	19422	5301	113
19041	17538	3634	104
17538	19041	4854	104
18917	17538	4287	118
17538	18917	2393	118
17512	17538	-778	9
