Nodes
0	0	1	0	660
1	0	1	120	600
2	0	1	120	600
3	0	1	120	660
2400	5	0	120	600
700	10	0	120	600
1800	9	0	120	600
1100	7	0	120	600
1200	8	0	120	600
500	3	0	120	600
600	14	0	120	600
2300	7	0	120	600
2200	7	0	120	600
Arcs
0	2400	-559	99
1	2400	-559	99
2400	1	4620	99
2	2400	-559	99
2400	2	4620	99
2400	3	4620	99
700	2400	3500	186
2400	700	5180	186
1800	2400	2380	162
2400	1800	6439	162
1100	2400	560	123
2400	1100	-1259	123
1200	2400	-1119	87
2400	1200	0	87
500	2400	4620	210
2400	500	7559	210
600	2400	6370	247
2400	600	6929	247
2300	2400	-4059	24
2400	2300	-560	24
2200	2400	-2309	61
2400	2200	-630	61
0	700	3360	147
1	700	3360	147
700	1	6859	147
2	700	3360	147
700	2	6859	147
700	3	6859	147
1800	700	-2379	24
700	1800	0	24
1100	700	4620	174
700	1100	1120	174
1200	700	7420	234
700	1200	6859	234
500	700	1680	111
700	500	2940	111
600	700	-629	61
700	600	-1749	61
2300	700	5180	186
700	2300	6999	186
2200	700	2870	136
700	2200	2869	136
0	1800	4619	123
1	1800	4619	123
1800	1	5740	123
2	1800	4619	123
1800	2	5740	123
1800	3	5740	123
1100	1800	5879	150
1800	1100	0	150
1200	1800	9379	225
1800	1200	6439	225
500	1800	5179	135
1800	500	4059	135
600	1800	2869	85
1800	600	-629	85
2300	1800	6439	162
1800	2300	5879	162
2200	1800	4129	112
1800	2200	1750	112
0	1100	-1749	112
1	1100	-1749	112
1100	1	5250	112
2	1100	-1749	112
1100	2	5250	112
1100	3	5250	112
1200	1100	-3499	75
1100	1200	-560	75
500	1100	-2379	99
1100	500	2379	99
600	1100	-69	148
1100	600	2310	148
2300	1100	-2379	99
1100	2300	2939	99
2200	1100	-69	148
1100	2200	3429	148
0	1200	4619	186
1	1200	4619	186
1200	1	8680	186
2	1200	4619	186
1200	2	8680	186
1200	3	8680	186
500	1200	1679	123
1200	500	3500	123
600	1200	3989	172
1200	600	3430	172
2300	1200	1119	111
1200	2300	3499	111
2200	1200	2869	148
1200	2200	3429	148
0	500	5949	175
1	500	5949	175
500	1	8189	175
2	500	5949	175
500	2	8189	175
500	3	8189	175
600	500	69	49
500	600	-2310	49
2300	500	7000	198
500	2300	7559	198
2200	500	7700	213
500	2200	6439	213
0	600	3430	172
1	600	3430	172
600	1	8050	172
2	600	3430	172
600	2	8050	172
600	3	8050	172
2300	600	6929	247
600	2300	9869	247
2200	600	4620	198
600	2200	5739	198
0	2300	2379	87
1	2300	2379	87
2300	1	4059	87
2	2300	2379	87
2300	2	4059	87
2300	3	4059	87
2200	2300	629	49
2300	2200	-1190	49
0	2200	-1750	37
1	2200	-1750	37
2200	1	1750	37
2	2200	-1750	37
2200	2	1750	37
2200	3	1750	37
