15001,189
15003,191
15005,180
15007,180
15009,207
15010,179
15012,191
15014,191
15015,204
15017,259
15018,259
15019,164
15021,167
15022,192
15024,211
15025,213
15026,198
15027,223
15030,223
15031,223
15033,223
15034,223
15035,223
15037,190
15042,182
15043,182
15044,219
15045,219
15049,206
15050,156
15051,156
15052,165
15053,165
15055,279
15056,345
15057,210
15059,168
15060,168
15061,192
15062,190
15063,184
15064,184
15065,207
15066,171
15067,193
15068,199
15071,221
15074,175
15076,175
15077,175
15078,175
15083,175
15084,185
15085,197
15086,220
15089,170
15090,240
15101,225
15102,239
15104,206
15106,253
15108,226
15110,226
15112,226
15116,231
15120,231
15122,203
15126,229
15129,239
15131,197
15132,211
15133,199
15135,194
15136,233
15137,187
15139,371
15140,371
15142,310
15143,270
15144,225
15145,221
15146,221
15147,209
15148,209
15201,590
15202,266
15203,965
15204,228
15205,258
15206,485
15207,310
15208,444
15209,238
15210,284
15211,472
15212,328
15213,635
15214,270
15215,283
15216,333
15217,622
15218,349
15219,498
15220,264
15221,277
15222,1428
15223,255
15224,600
15225,600
15226,281
15227,243
15228,386
15229,276
15232,983
15233,444
15234,281
15235,203
15236,249
15237,234
15238,256
15239,212
15241,270
15243,327
15301,187
15310,187
15311,187
15312,164
15313,164
15314,173
15317,235
15320,167
15321,211
15322,211
15323,163
15324,163
15327,163
15329,163
15330,184
15331,184
15332,189
15333,161
15337,161
15338,161
15340,170
15341,170
15342,222
15344,165
15345,165
15346,165
15349,165
15352,165
15353,165
15357,167
15359,167
15360,167
15362,167
15363,167
15364,167
15367,244
15370,178
15376,178
15377,178
15380,178
15401,181
15410,181
15411,181
15412,181
15413,181
15417,172
15419,172
15423,165
15424,164
15425,168
15427,168
15428,168
15431,159
15432,159
15433,159
15434,159
15436,173
15437,156
15438,156
15440,156
15442,171
15444,171
15445,172
15446,172
15450,172
15451,172
15456,166
15458,162
15459,162
15461,177
15462,177
15463,177
15464,177
15468,177
15469,177
15470,177
15472,177
15473,173
15474,173
15475,173
15477,173
15478,157
15479,157
15480,164
15482,164
15483,164
15486,164
15488,164
15490,164
15501,175
15521,323
15522,166
15530,164
15531,172
15533,172
15534,172
15535,172
15536,172
15537,162
15538,162
15540,162
15541,174
15542,174
15545,174
15546,174
15550,174
15551,174
15552,157
15554,156
15557,169
15558,169
15559,169
15562,169
15563,186
15601,203
15610,161
15611,161
15612,161
15613,168
15615,168
15616,168
15617,168
15618,168
15620,168
15622,309
15625,186
15626,231
15627,177
15628,177
15631,177
15632,202
15634,202
15636,215
15637,215
15639,173
15641,173
15642,211
15644,191
15646,191
15647,191
15650,192
15655,192
15656,174
15658,173
15661,173
15663,173
15665,203
15666,174
15668,210
15670,165
15671,165
15672,186
15675,186
15677,186
15678,186
15679,161
15681,161
15683,181
15684,181
15686,181
15687,181
15688,181
15690,173
15692,173
15697,208
15698,208
15701,192
15711,192
15713,192
15714,163
15716,163
15717,168
15720,168
15721,168
15722,165
15724,165
15725,165
15728,165
15729,165
15730,165
15732,165
15739,165
15742,165
15744,165
15747,165
15748,169
15753,169
15754,169
15757,169
15758,169
15759,169
15760,169
15762,169
15763,169
15764,169
15765,169
15767,159
15770,159
15771,159
15772,159
15773,159
15774,155
15775,155
15776,155
15777,155
15778,155
15780,155
15784,155
15801,176
15821,176
15823,176
15824,164
15825,163
15827,163
15828,163
15829,163
15832,163
15834,163
15840,157
15845,157
15846,162
15848,162
15849,162
15851,157
15853,163
15856,163
15857,170
15860,170
15861,170
15864,170
15865,170
15868,153
15870,153
15901,153
15902,171
15904,193
15905,174
15906,160
15909,159
15920,159
15923,159
15924,159
15926,205
15927,205
15928,179
15931,178
15935,162
15936,162
15938,160
15940,157
15942,161
15943,161
15944,163
15945,163
15946,170
15949,170
15951,170
15952,185
15953,185
15954,175
15955,175
15956,175
15957,175
15958,164
15960,164
15961,164
15963,177
16001,184
16020,172
16022,172
16023,163
16025,158
16028,169
16030,169
16033,191
16034,191
16036,191
16037,187
16038,154
16040,154
16041,154
16045,154
16046,267
16049,267
16050,267
16051,160
16052,164
16053,176
16055,186
16056,181
16057,163
16059,213
16061,213
16063,231
16101,172
16102,170
16105,178
16110,178
16111,178
16112,178
16114,178
16115,161
16116,162
16117,183
16120,183
16121,183
16123,160
16124,160
16125,162
16127,176
16130,176
16131,176
16133,176
16134,160
16137,178
16141,178
16142,173
16143,159
16145,159
16146,181
16148,172
16150,169
16153,169
16154,169
16156,160
16157,160
16159,158
16201,169
16210,169
16212,169
16213,169
16214,180
16217,180
16218,180
16222,180
16224,180
16225,180
16226,177
16229,171
16232,160
16233,156
16234,156
16235,156
16236,156
16238,156
16239,156
16240,156
16242,156
16248,151
16249,151
16254,173
16255,173
16256,173
16258,173
16259,173
16260,173
16262,173
16301,168
16311,168
16313,153
16314,153
16316,242
16317,242
16319,242
16321,242
16323,165
16326,165
16327,165
16329,163
16331,163
16332,163
16333,163
16334,163
16335,162
16340,151
16341,151
16342,151
16345,155
16346,160
16347,152
16350,150
16351,155
16353,155
16354,151
16360,151
16362,151
16364,151
16365,164
16371,159
16372,159
16373,159
16374,173
16401,173
16402,173
16403,155
16404,155
16405,155
16406,155
16407,164
16410,164
16411,164
16412,202
16415,203
16417,174
16420,174
16421,184
16423,179
16424,153
16426,153
16428,196
16433,153
16434,153
16435,153
16436,153
16438,160
16440,160
16441,173
16442,173
16443,173
16501,173
16502,173
16503,173
16504,210
16505,234
16506,219
16507,219
16508,216
16509,203
16510,196
16511,239
16565,239
16601,176
16602,187
16611,164
16613,164
16616,164
16617,182
16620,182
16621,182
16622,182
16623,182
16625,158
16627,158
16630,185
16634,185
16635,177
16636,177
16637,163
16639,163
16640,159
16641,162
16645,162
16646,162
16647,162
16648,191
16650,157
16651,155
16652,170
16655,170
16656,170
16657,162
16659,162
16661,162
16662,171
16664,157
16666,165
16667,165
16668,155
16669,156
16671,156
16673,168
16674,168
16678,164
16679,164
16680,164
16683,164
16685,164
16686,169
16689,169
16691,169
16692,169
16693,160
16695,160
16701,163
16720,163
16724,163
16726,163
16727,163
16729,163
16731,163
16732,163
